Lmin,frac
195.8333,-0.223830166
202.5,-0.188477531
200.5,-0.200332668
198.5,-0.2124267
198.5,-0.2124267
199.5,-0.206349373
200,-0.2033335
199,-0.209380402
198,-0.215488384
200.5,-0.197838903
200.5,-0.197838903
200,-0.2008335
199,-0.206867839
197,-0.219120305
194.5,-0.234790231
192.5,-0.247619221
191,-0.257417277
198.3333,-0.216806759
195.8333,-0.232340465
199.5,-0.211361905
198.8333,-0.215423674
193.8333,-0.246775967
199.1667,-0.213389086
204.1667,-0.185305929
196.6667,-0.230508266
195.6667,-0.235093657
197.1667,-0.225697341
199.1667,-0.216736031
200.6667,-0.207640829
202,-0.199669802
200.5,-0.208644888
198.8333,-0.222129291
197,-0.230118274
195,-0.232478462
196.5,-0.224766921
196.8333,-0.22269301
198.8333,-0.210394335
203.3333,-0.183606915
206.8333,-0.16035474
201,-0.189054726
192,-0.239583333
195.3333,-0.218430242
197.3333,-0.206081285
196,-0.214285714
193,-0.233160622
193.5,-0.22997416
197.5,-0.205063291
197.6667,-0.204047014
195.5,-0.215686445
199.8333,-0.195996863
192,-0.244791667
189,-0.264550265
194.6667,-0.227739516
198,-0.207070707
193.3333,-0.23620711
190,-0.257894737
190.1667,-0.256792067
194.6667,-0.231164344
191.6667,-0.250434739
192.1667,-0.247181223
194.6667,-0.232876501
194.8333,-0.230111588
190.8333,-0.252401965
189.8333,-0.253731563
192.3333,-0.237435223
194.5,-0.222793316
189.5,-0.255056992
186.5,-0.275245576
188.5,-0.261715119
193.5,-0.229112661
196.5,-0.210347583
194,-0.225944845
190.5,-0.248468766
189.5,-0.255056992
195.5,-0.216538619
196,-0.213435204
191,-0.245200524
190,-0.251754211
193.5,-0.229112661
193,-0.232296891
188.1667,-0.263949998
187.1667,-0.28227938
188.3333,-0.274336509
191.1667,-0.255448778
192.3333,-0.247833838
192.3333,-0.247833838
189.8333,-0.264267123
186.8333,-0.280999158
184.8333,-0.294860288
196.8333,-0.220999191
198.8333,-0.208717554
195.3333,-0.228669152
189.8333,-0.264267123
192.3333,-0.247833838
197.3333,-0.216216422
191.3333,-0.252613633
178.8333,-0.34016819
193,-0.248704663
192.5,-0.251948052
189.8333,-0.269534902
186.3333,-0.293381269
184.8333,-0.303877602
184.8333,-0.303877602
184.5,-0.306233062
182.5,-0.320547945
184.5,-0.306233062
183,-0.316939891
184.8333,-0.303877602
186.3333,-0.288014542
183.3333,-0.309091147
179.3333,-0.332714002
181,-0.320441989
185.3333,-0.289568577
178.5,-0.344537815
176,-0.363636364
178,-0.348314607
185,-0.297297297
188.3333,-0.274336509
185.8333,-0.291480052
184.1667,-0.303167185
185.6667,-0.292638906
179.5,-0.346332591
181.5,-0.329660055
183.5,-0.313351499
184,-0.304347826
182.5,-0.308675616
181.5,-0.310376309
181.3333,-0.306066233
181.5,-0.302111846
167.1667,-0.410767216
174.8333,-0.348903784
181.8333,-0.296975307
180.3333,-0.30221817
172.8333,-0.352941245
167.8333,-0.384309908
170.3333,-0.355185979
175.3333,-0.310836561
175.3333,-0.305133138
176.3333,-0.294896086
176.3333,-0.289225007
173.3333,-0.300000058
167.8333,-0.333664416
164.8333,-0.34883728
166.3333,-0.330661389
168.1667,-0.310207669
171.8333,-0.289040017
166.8333,-0.327672593
163.8333,-0.345880233
165.6667,-0.32796754
171.6667,-0.278640528
176.1667,-0.248817171
176.1667,-0.251655392
174.5,-0.263610315
171.5,-0.297376093
171.8333,-0.289040017
171.3333,-0.286965231
170.8333,-0.284878299
170.3333,-0.288649959
169.3333,-0.296260098
168.6667,-0.301383142
168.1667,-0.308225707
170.3333,-0.285714537
172.3333,-0.264990573
173.5,-0.247838617
173,-0.239884393
171,-0.248538012
170,-0.25
170.8333,-0.240975852
172.8333,-0.226615473
173.3333,-0.235577353
169.8333,-0.27870506
165.6667,-0.328973777
163.1667,-0.349335986
163.6667,-0.329938833
167.1667,-0.287138527
171.1667,-0.248295959
174.6667,-0.2232824
176.8333,-0.213006826
176.6667,-0.214150714
175.6667,-0.223908686
175.6667,-0.226754985
177.3333,-0.220864891
180.8333,-0.205530176
183.5,-0.202543324
185.6667,-0.193895836
184.3333,-0.218806911
185,-0.21982
186.1667,-0.219337293
186.6667,-0.221428353
185.6667,-0.228006961
183.6667,-0.241379085
180.5,-0.265004432
179.6667,-0.265305702
181,-0.257827072
181.1667,-0.256669686
184.1667,-0.233484121
190.1667,-0.197195408
190.6667,-0.196678287
185.6667,-0.234290802
182.3333,-0.253199498
183.3333,-0.246363863
178,-0.280898876
184,-0.25
184,-0.257246196
187,-0.234402674
193,-0.183074093
184,-0.230072283
174.5,-0.289398281
177.8333,-0.269915702
178.1667,-0.270345693
176.5,-0.280453258
174,-0.287356322
173,-0.277456647
172.5,-0.263768116
171.5,-0.256559767
169.3333,-0.26082702
167.8333,-0.266137292
174.3333,-0.213193349
175.8333,-0.197156625
174.5,-0.203438395
168.5,-0.24925816
166.5,-0.267267267
168.5,-0.252225519
167.8333,-0.251241559
164,-0.271341463
114.1667,-0.048175168
109.5,-0.070015525
107.5,-0.058914419
108.5,-0.012288479
107.5,-0.00620186
104,-0.038461538
104,-0.056089423
107.5,-0.031007442
106,-0.092766981
112,-0.044642857
118,-0.016949153
119,-0.035014286
115,-0.102898261
111.5,-0.173392825
112,-0.193452679
113.3333,-0.186765055
107.6667,-0.162538649
106.8333,-0.205928301
107,-0.24143271
107,-0.24143271
106.6667,-0.206249936
107,-0.14174486
107.1667,-0.094867156
107.3333,-0.069875798
106.8333,-0.093603773
107.1667,-0.085535899
106.6667,-0.079687475
106.6667,-0.078124663
106.6667,-0.073437165
106.1667,-0.073783022
106.1667,-0.073783022
106.3333,-0.068966166
108.5,-0.084485714
107,-0.102803738
106.1667,-0.14128724
105,-0.158730476
105.1667,-0.147385056
105,-0.101587619
105.1667,-0.052297923
106,-0.011006604
105.1667,-0.033280497
106,-0.006289623
104.1667,-0.014399995
100.5,-0.048092537
101.1667,-0.047775602
104,-0.004807692
102.1667,0.001631647
97,-0.029209278
98.5,-0.023688325
97.5,0.011966154
97.8333,0.042588771
96.5,0.027634197
95.8333,0.010434786
95.5,0.029668063
95,0.045613684
94.3333,0.045936059
95.8333,0.039999666
95.5,0.047120419
95.5,0.061081675
94.5,0.08994709
93,0.107526882
92,0.094203261
90,0.02037
89.5,-0.020483799
91.5,-0.007286339
91.5,0.038251366
92.5,0.081081081
92.1667,0.110307736
92.6667,0.104316869
93.1667,0.114490478
92.8333,0.102333969
92.5,0.113513514
93,0.093190323
92,0.059782609
89.5,-0.009310615
88.5,-0.050847458
88.5,-0.065912994
89.5,-0.035382123
91.3333,0
93,0.034050538
92.5,0.073873514
91.3333,0.08576609
90.1667,0.083179267
89.8333,0.070500583
90.6667,0.056985641
90.8333,0.042201483
89.6667,0.024163932
87.3333,0.011450386
89.6667,0.026023039
89.3333,0.020522023
90.1667,0.033271707
89.8333,0.055658648
89.1667,0.071028758
88.3333,0.066037383
87.6667,0.036122039
87,0.007663218
86.1667,0.11218603
84.6667,0.08464603
85.8333,0.10485441
88.1667,0.160680847
88.3333,0.130188728
85.6667,0.048638502
84.8333,0.02946956
85.6667,0.089494518
82.3333,0.066801646
81.1667,0.057495254
80.8333,0.074226835
80.1667,0.101871475
79.8333,0.10020881
79.6667,0.100418368
80.8333,0.154639239
81.1667,0.215605661
82.6667,0.127016078
83.1667,0.156312563
83.1667,0.172345422
83.6667,0.191234984
84.1667,0.192079528
84.1667,0.166336568
84.6667,0.131890106
85.1667,0.123287623
85.1667,0.121331459
85.1667,0.113503282
85.6667,0.099221751
86.1667,0.088975207
86.1667,0.063829763
87.1667,0.059273782
87.1667,0.045889084
86.8333,0.042225736
85.6667,0.091440431
86.5,0.094412717
89.1667,0.102804074
89.1667,0.108411548
89,0.132958427
90.5,0.174953591
94,0.189715957
97.5,0.215384615
115.3333,0.293352397
126.8333,0.268068402
144.8333,0.266973134
162.3333,0.202258563
176.8333,0.090480696
186.8333,0.037466554
192.6667,-0.021625948
196.3333,-0.105263346
199,-0.199330151
202.1667,-0.196207387
206.8333,-0.187752166
210.6667,-0.1629745
210.8333,-0.150988482
207.6667,-0.153290345
204,-0.173202451
200.6667,-0.194352127
206.5,-0.142857143
199,-0.186767337
186.6667,-0.25446424
172.1667,-0.355275439
156.1667,-0.500533084
140.6667,-0.625592269
126.5,-0.603425296
118.5,-0.481012658
115.5,-0.236651948
108.8333,-0.186830685
107.3333,-0.091615556
116.6667,0.035714561
133.6667,0.155860809
150.6667,0.201327832
166.5,0.143142943
178.1667,0.076707376
180.8333,-0.109677808
191.3333,-0.189895852
200.8333,-0.195020945
203.8333,-0.169255956
205.3333,-0.163961228
208.3333,-0.140800343
210.1667,-0.116574129
209.1667,-0.137848424
210.5,-0.131433254
211,-0.128752133
211,-0.128752133
211,-0.128752133
209.8333,-0.135028139
209.3333,-0.137739194
208.3333,-0.143200343
207.8333,-0.145950625
210.6667,-0.123417702
210.6667,-0.123417702
210,-0.126984286
210,-0.126984286
210,-0.126984286
210,-0.126984286
210,-0.126984286
210,-0.126984286
209.6667,-0.126391077
209.6667,-0.126391077
209.6667,-0.126391077
209.1667,-0.129083645
209.1667,-0.129083645
208.6667,-0.131789116
208.6667,-0.131789116
208.1667,-0.134507585
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138977614
208.6667,-0.138178732
214,-0.118379907
213.5,-0.122560656
213.5,-0.122560656
213,-0.125195775
211.3333,-0.134069737
210.8333,-0.136759231
210.8333,-0.136759231
210.3333,-0.139461512
210,-0.14127
211,-0.135861137
210.6667,-0.137658206
210.6667,-0.137658206
210.6667,-0.137658206
209.6667,-0.143084238
208.6667,-0.148562277
207.6667,-0.154093073
212,-0.130503302
212,-0.128144811
212,-0.125786321
211,-0.128752133
211,-0.128752133
210,-0.136508095
210.3333,-0.137084332
210.3333,-0.139461512
211,-0.137440758
211,-0.137440758
211,-0.137440758
211,-0.137440758
211.3333,-0.135646867
211.3333,-0.135646867
211.3333,-0.135646867
211,-0.137440758
209.5,-0.143198091
208.3333,-0.149600184
208.3333,-0.149600184
207.8333,-0.152365862
207.8333,-0.152365862
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207.3333,-0.15514488
207,-0.157004831
207.1667,-0.158487344
206.5,-0.162227603
206.5,-0.162227603
206.5,-0.162227603
206.5,-0.162227603
206.5,-0.162227603
206.5,-0.162227603
206.5,-0.162227603
206,-0.165048544
206,-0.165048544
206,-0.165048544
206,-0.165048544
206,-0.165048544
206,-0.165048544
206,-0.165048544
205.6667,-0.166936602
202.5,-0.182716049
205,-0.168292683
207,-0.157004831
206.5,-0.159806295
205,-0.168292683
204.5,-0.171149144
206.5,-0.159806295
209,-0.145933014
206,-0.165048544
205,-0.170731707
204,-0.176470588
203,-0.18226601
203,-0.18226601
203,-0.18226601
203,-0.18226601
203.5,-0.179361179
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
203.6667,-0.175940888
205.1667,-0.169780476
205.1667,-0.169780476
205.1667,-0.169780476
205.1667,-0.169780476
205.1667,-0.169780476
205.1667,-0.169780476
205.1667,-0.169780476
204.5,-0.173594132
205,-0.175609756
204.6667,-0.177524238
205,-0.175609756
205,-0.175609756
205,-0.175609756
205,-0.175609756
205.6667,-0.171798838
205.6667,-0.171798838
204.6667,-0.171823751
204.6667,-0.171823751
205,-0.169918537
205,-0.169918537
205,-0.169918537
205,-0.169918537
205.6667,-0.166126067
205.6667,-0.164505484
205.6667,-0.168557185
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.166936602
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.6667,-0.165316019
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
205.1667,-0.172217519
206.1667,-0.172190756
206.1667,-0.172190756
205.6667,-0.17504049
205.6667,-0.171798838
205.6667,-0.171798838
205.6667,-0.166936602
205.1667,-0.169780476
205.1667,-0.169780476
203,-0.185550246
203,-0.185550246
203,-0.185550246
203,-0.185550246
203,-0.185550246
203,-0.185550246
203,-0.185550246
203,-0.185550246
205.5,-0.171127494
204.5,-0.176854279
204,-0.179738725
203.5,-0.182637346
203.5,-0.182637346
204,-0.179738725
204.5,-0.176854279
205.5,-0.171127494
204,-0.174019608
204,-0.174019608
204,-0.174019608
204,-0.174019608
204,-0.174019608
204,-0.174019608
204.6667,-0.170195249
204.6667,-0.170195249
203.6667,-0.180850871
203.6667,-0.180850871
204.5,-0.17603912
204.5,-0.17603912
204,-0.178921569
203.5,-0.181818182
202.8333,-0.185702742
202,-0.190594059
202,-0.192244059
201.6667,-0.194214513
201.6667,-0.194214513
201.6667,-0.194214513
201.6667,-0.194214513
201.6667,-0.194214513
201.6667,-0.194214513
201.6667,-0.194214513
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
202.6667,-0.190789113
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
204.5,-0.181744254
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203.5,-0.187551351
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
204,-0.178921569
204,-0.178921569
204,-0.178921569
205,-0.173170732
205,-0.173170732
206,-0.167475728
206,-0.167475728
206,-0.167475728
203.1667,-0.186218017
203.6667,-0.183305862
204.1667,-0.180407971
204.6667,-0.18078173
204.6667,-0.18078173
205.1667,-0.181153179
205.6667,-0.178281657
206.1667,-0.175424062
203.6667,-0.189852342
203.6667,-0.189852342
203.6667,-0.189852342
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.183305862
203.6667,-0.183305862
203.6667,-0.183305862
198.1667,-0.219512158
202.1667,-0.195383315
206.1667,-0.172190756
206.1667,-0.172190756
202.6667,-0.192434179
200.1667,-0.207327193
201.1667,-0.201325567
202.6667,-0.192434179
203.1667,-0.189499559
203.6667,-0.186579348
203.6667,-0.186579348
204.1667,-0.183673439
204.6667,-0.18078173
204.6667,-0.18078173
205.1667,-0.177904114
205.1667,-0.177904114
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
206.1667,-0.172190756
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203.6667,-0.186579348
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
203,-0.190476355
204,-0.184640686
204,-0.184640686
204,-0.184640686
204,-0.184640686
204,-0.184640686
204,-0.184640686
204,-0.184640686
204,-0.184640686
202,-0.196369802
201,-0.202321891
201,-0.202321891
201,-0.202321891
201,-0.202321891
202,-0.196369802
203,-0.190476355
204,-0.184640686
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
205.5,-0.172749392
202.5,-0.188477531
204,-0.179738725
206,-0.168284951
207.5,-0.159839518
207.5,-0.159839518
206,-0.168284951
204,-0.179738725
202.5,-0.188477531
205,-0.166666829
205,-0.166666829
205,-0.166666829
206,-0.161003398
206,-0.161003398
207,-0.155394686
207,-0.155394686
207,-0.155394686
206.3333,-0.155896794
205.3333,-0.161526163
203.8333,-0.170073781
202.8333,-0.175842428
201.8333,-0.181668238
202.8333,-0.175842428
203.3333,-0.175410029
204.3333,-0.169657613
202.3333,-0.179572023
202.3333,-0.179572023
202.3333,-0.177924247
201.3333,-0.183774865
201.3333,-0.183774865
200.3333,-0.189683892
200.3333,-0.188020164
200,-0.19
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
199.5,-0.194653133
200,-0.1858335
199,-0.191792462
197.5,-0.200844051
195.5,-0.2131289
193.5,-0.2256677
194.5,-0.219366067
197,-0.203891878
199.1667,-0.190794947
199.3333,-0.192308059
198.6667,-0.196308692
199.3333,-0.192308059
199.3333,-0.192308059
199.3333,-0.192308059
199.3333,-0.192308059
199.3333,-0.192308059
199.3333,-0.192308059
200.8333,-0.183402852
199.8333,-0.189324802
199.5,-0.191311779
198,-0.200336869
197,-0.206429949
197,-0.206429949
197,-0.206429949
196.6667,-0.208474541
197.6667,-0.195615144
197.6667,-0.195615144
198.1667,-0.192598454
198.6667,-0.189596948
199.1667,-0.186610513
200.1667,-0.180682401
199.5,-0.18462807
200,-0.1816665
201.5,-0.170388586
201,-0.1733
199.6667,-0.181134861
198.6667,-0.18708017
198.1667,-0.190075325
197.6667,-0.193085634
197.3333,-0.195101384
197.8333,-0.192080909
198.3333,-0.196638689
198.3333,-0.194958184
197.3333,-0.199324696
196.3333,-0.203735179
196.3333,-0.200339932
195.3333,-0.203071878
194.3333,-0.20325904
194.3333,-0.20325904
193.8333,-0.198624282
193.8333,-0.198624282
193.8333,-0.198624282
192.8333,-0.204840139
192.8333,-0.201383267
192.3333,-0.204506448
191.8333,-0.207645909
191.8333,-0.207645909
190.1667,-0.207712496
192.1667,-0.195143071
194.1667,-0.182832587
196.1667,-0.170773123
196.1667,-0.170773123
194.6667,-0.17979449
191.6667,-0.198260835
190.1667,-0.207712496
194,-0.182130412
193.5,-0.185185013
191.5,-0.194951958
188.5,-0.213969761
183.5,-0.244323161
177.5,-0.283567887
172.5,-0.317874203
169.3333,-0.342519752
161,-0.395445342
157.1667,-0.369034916
153.1667,-0.343851503
150.6667,-0.316371169
149.8333,-0.274750006
148.3333,-0.223595781
145.8333,-0.202285761
144.3333,-0.207852242
149,-0.159955034
144.5,-0.185697578
143.8333,-0.174971304
145.8333,-0.141714547
142.8333,-0.161026875
138.8333,-0.194477838
142.3333,-0.176815264
150.8333,-0.114917594
147.3333,-0.118778307
146.8333,-0.120318075
144.6667,-0.133640292
141.1667,-0.161747069
138.1667,-0.190590786
136.6667,-0.210975314
138.8333,-0.19928
140.8333,-0.182248801
143.8333,-0.171495057
144.3333,-0.177829371
145.6667,-0.184210255
146.6667,-0.182954277
146.6667,-0.176136096
146.1667,-0.163055607
145.6667,-0.143020333
144.8333,-0.135788524
145.5,-0.161512027
145,-0.155172414
145.5,-0.144329897
146.5,-0.14334471
147.5,-0.152542373
148.5,-0.154882155
149.5,-0.143812709
149.5,-0.143812709
152.5,-0.08852459
152,-0.101973684
151,-0.122516556
149.5,-0.143812709
147.5,-0.159322034
144.5,-0.173010381
142,-0.179577465
140.5,-0.181494662
137,-0.199513139
136.5,-0.199023443
135.5,-0.196802214
135,-0.182716296
135,-0.164197778
135,-0.149382963
135.5,-0.13038155
135.5,-0.123001476
137,-0.107056204
137,-0.143552555
138,-0.178744203
139,-0.206235252
140.5,-0.218268327
142.5,-0.215204912
144,-0.221064583
145,-0.22183931
149.6667,-0.19153626
149.6667,-0.216035364
149.6667,-0.239420659
149.6667,-0.242761416
149.1667,-0.231284865
149.1667,-0.207821183
148.6667,-0.21076206
148.6667,-0.21076206
149.1667,-0.202234145
153.1667,-0.183895063
159.1667,-0.15183201
162.6667,-0.136270054
164.6667,-0.134614953
166.6667,-0.15099957
167.6667,-0.179920044
169.3333,-0.189960864
169.8333,-0.230618495
174.6667,-0.214694616
179.3333,-0.205390744
178.8333,-0.222740396
178.3333,-0.234579857
177.3333,-0.252819972
172.5,-0.304347826
165.5,-0.371601208
147,-0.515872789
147,-0.46145102
145.5,-0.407789003
141,-0.385342553
135.5,-0.365313653
133,-0.293233083
134,-0.208955224
136.1667,-0.152998494
137.1667,-0.111785878
139.1667,-0.110179375
141.1667,-0.115702216
142.1667,-0.118405365
142.1667,-0.12309493
141.1667,-0.145218384
139.1667,-0.183233489
137.1667,-0.218711976
132.1667,-0.300125523
129.1667,-0.295483279
125.1667,-0.262316575
121.1667,-0.229710803
120.1667,-0.19001354
121.1667,-0.159559516
124.1667,-0.099328564
125.5,-0.055776892
131,-0.011450382
130,-0.061538462
129.6667,-0.132390197
128.1667,-0.184654828
126.1667,-0.187581985
124.1667,-0.166442371
123.5,-0.1673417
122.5,-0.197279184
123.5,-0.171390283
123,-0.147696748
122.6667,-0.028532601
122.1667,0.036834915
122.1667,-0.004092768
122.1667,-0.004092768
123.3333,0.029729197
123.5,-0.009446964
124.1667,-0.008053689
123.8333,-0.030956132
123.8333,-0.059219935
124.8333,-0.070761568
124.8333,-0.082777592
124.8333,-0.078772251
125.3333,-0.055851079
125.3333,-0.047872353
125.3333,-0.053191769
122.3333,-0.050409006
119.3333,-0.043296381
117.3333,-0.052557117
116.3333,-0.065902884
115.3333,-0.062139035
112.3333,-0.045994376
110.6667,-0.027108426
109.5,-0.057838356
109.3333,-0.048781112
108.3333,-0.040000628
107.8333,-0.040186102
106.5,-0.046948357
105,-0.033333333
103.5,-0.009661836
103.5,0.024154589
102.6667,0.077922053
96.6667,-0.02586206
92.8333,-0.073609362
93.8333,-0.008881708
91.8333,0.005444648
86.8333,-0.011516319
83.3333,0.012000005
83.8333,0.095427473
84.6667,0.08464603
84.6667,0.155512143
83.1667,0.176353036
81.6667,0.155102386
79.6667,0.146443872
78.6667,0.192796952
77.1667,0.218143318
76.6667,0.206522519
78.1667,0.257996052
77.6667,0.311159094
76.6667,0.373913316
76.6667,0.393478525
76.6667,0.378260705
76.6667,0.365217233
77.6667,0.39914146
78.1667,0.434967832
80.8333,0.451546578
80.8333,0.439175439
80.8333,0.414433161
80.8333,0.395876452
80.8333,0.391751914
80.8333,0.391751914
80.8333,0.391751914
80.8333,0.397937484
80.3333,0.39626531
80.3333,0.371369034
80.3333,0.327800551
80.8333,0.30103064
81.8333,0.295314988
81.8333,0.307534952
82.3333,0.323885961
82.3333,0.342104592
81.6667,0.342857003
81.1667,0.314168249
81.1667,0.308008087
81.1667,0.338808896
81.1667,0.381930028
82.1667,0.389452175
83.1667,0.360721298
83.6667,0.328685128
88.5,0.39359661
89,0.397003371
91,0.399267033
92.5,0.387387027
94,0.370567021
95,0.340350526
95.5,0.307154974
95.5,0.291448168
101.6667,0.268853027
100.1667,0.267887432
98.1667,0.263158484
95.1667,0.218914809
92.1667,0.166365943
89.1667,0.115888555
87.1667,0.097514303
85.1667,0.082191749
86.1667,0.15280497
85.1667,0.160469996
84.6667,0.179134181
83.1667,0.182365057
82.1667,0.176470517
81.1667,0.203285337
80.1667,0.243243142
79.8333,0.279749177
78.8333,0.249470719
79,0.25105443
77.6667,0.274678852
76,0.353069737
74,0.409909459
72.6667,0.422018614
71,0.422535211
71,0.446009859
71,0.46713662
70,0.552381429
70.6667,0.599057265
69.6667,0.583732257
70.6667,0.603773772
71.6667,0.66976713
72,0.694444444
73,0.682647945
72.1667,0.690531783
71.6667,0.693023399
70.5,0.680851064
70.5,0.673758865
71,0.654929577
72,0.638888889
72.6667,0.626146502
73.1667,0.624145957
72.6667,0.594036883
75.6667,0.621145101
79.5,0.603773585
84.5,0.532544379
89.5,0.480446927
96,0.4375
101.8333,0.346971963
106.8333,0.273010382
108.6667,0.168712218
109.6667,0.103344042
111.1667,0.010495049
112.6667,-0.059170988
115.1667,-0.07235859
117.6667,-0.065155222
119.1667,-0.061538165
119.6667,-0.058495805
120.6667,-0.067678987
122.1667,-0.057298757
124.1667,-0.046979585
126.1667,-0.039630108
127.6667,-0.040469441
129.1667,-0.034838701
130.1667,-0.039692179
130.1667,-0.039692179
129.5,-0.048905792
127.5,-0.073202353
125.5,-0.110225498
123.5,-0.136302024
122.5,-0.145577959
123,-0.128726016
124,-0.103494355
124.5,-0.087014458
130.5,-0.021711111
131.5,-0.003802281
133.5,0.028713858
134,0.036069403
134.5,0.0247829
133.5,-0.016229963
132.5,-0.057861887
130.8333,-0.095541426
127.1667,-0.163826694
126.5,-0.164690119
126,-0.160053175
125,-0.1493336
125.5,-0.124834263
124,-0.126344355
124.3333,-0.116622015
123.8333,-0.109017526
123.3333,-0.093243268
121.8333,-0.073871429
119.3333,-0.058659234
116.8333,-0.064194027
115.5,-0.082251082
115,-0.069565217
115.5,-0.02885974
114.8333,0.001450799
113.1667,-0.119293043
112.8333,-0.062038423
112.8333,-0.004431316
112.8333,0.004431316
113.1667,-0.019145208
113.6667,-0.027858643
113.6667,-0.004398826
113.6667,0.03079178
116.3333,-0.020057885
117.3333,-0.028409667
119.6667,-0.036211411
121.6667,-0.052054506
124.1667,-0.059060118
126.1667,-0.066049916
127.1667,-0.073394214
128.1667,-0.072821568
128.5,-0.185473152
130,-0.185897692
131,-0.184478626
130.5,-0.166028352
126.8333,-0.164258125
123.3333,-0.168919505
121.3333,-0.188187414
120.3333,-0.202216677
115.6667,-0.151296786
114.6667,-0.065406958
113.3333,-0.011765298
112.8333,-0.020680065
111.1667,-0.044977498
111.6667,-0.004477611
111.1667,0.035981998
111.6667,0.073134605
103.1667,0.17124421
107.6667,0.226006741
115.1667,0.285094563
124.1667,0.308725286
132.6667,0.292713997
140.1667,0.24494691
144.1667,0.179191172
146.6667,0.142045877
151.6667,0.048352077
150.6667,-0.001105752
148.6667,-0.068385186
145.1667,-0.125143025
141.1667,-0.142856637
137.1667,-0.132441766
133.6667,-0.10972516
131.6667,-0.096202001
128.8333,-0.112548541
128.8333,-0.089262636
128.8333,-0.050452794
128.3333,-0.031168839
128.1667,-0.029908705
128.1667,-0.045513382
127.6667,-0.077023217
127.1667,-0.100917143
128.3333,-0.090909374
125.3333,-0.125000299
121.6667,-0.160273929
117.6667,-0.174220914
110.6667,-0.203313192
101.6667,-0.240983528
95.6667,-0.245644514
93.1667,-0.241502597
83.3333,-0.208000883
79.6667,-0.225941328
75.1667,-0.21729436
72.1667,-0.133948206
72.1667,0.085450769
72.6667,0.344036539
71.6667,0.52093092
70.6667,0.615565747
72,0.592593056
71.3333,0.612148884
71.3333,0.633176931
70.3333,0.663506476
71,0.704225352
70,0.72381
69.6667,0.746411126
70,0.759524286
69,0.7343
69,0.748792754
68.6667,0.747573424
68.6667,0.762136523
68.6667,0.762136523
68.6667,0.747573424
67.6667,0.743842983
67.6667,0.729064665
69.6667,0.73684271
69.6667,0.73684271
69,0.7343
69,0.7343
69,0.7343
69,0.7343
69,0.7343
69,0.7343
70.6667,0.764150583
70.6667,0.764150583
70.6667,0.764150583
69.6667,0.760765186
69,0.753623188
68,0.75
68,0.75
68,0.75
71,0.755869014
71,0.769953521
71.6667,0.772093594
71.6667,0.772093594
72,0.768518056
72,0.754629167
72.3333,0.741934904
72.3333,0.730414622
75,0.662222667
75,0.622222667
75.8333,0.586813445
75.8333,0.573626626
76.3333,0.567685401
76.8333,0.557483539
77,0.538961039
77,0.515151948
78,0.547008974
78,0.542734615
78,0.538461538
78.5,0.535031847
77.8333,0.505353107
77.8333,0.479657165
78.6667,0.4491532
78.6667,0.434322274
