row,xmin,xmax
1005,61.26952223,118.8398407
1006,61.61447172,119.2715034
1007,61.59865973,119.2537101
1008,61.28506222,118.8671328
1009,61.19265738,118.7667248
1010,61.29320131,118.983916
1011,61.36540415,119.1873931
1012,61.29764965,119.1196969
1013,61.39405597,119.3937257
1014,61.61688037,119.6669969
1015,61.65275841,119.5592657
1016,61.51631705,119.3297591
1017,61.54545457,119.4166861
1018,61.74943668,119.5917055
1019,61.83294485,119.6738927
1020,61.76109169,119.6960956
1021,61.76433569,119.8189005
1022,61.88467368,120.1338967
1023,61.71208239,120.1474553
1024,61.28354701,119.7012821
1025,61.12855479,119.4315462
1026,61.26520981,119.529662
1027,61.39493004,119.5675018
1028,61.42478628,119.5907147
1029,61.54749415,119.665132
1030,61.86280108,119.869017
1031,62.02748639,119.7885392
1032,61.94059829,119.4988539
1033,62.01445224,119.5114996
1034,62.22297981,119.6455905
1035,62.19281275,119.6384616
1036,62.0269231,119.4623543
1037,62.08916086,119.5167056
1038,62.28139085,119.6940559
1039,62.10003886,119.380847
1040,61.58560605,118.7000971
1041,61.44436672,118.4894134
1042,61.63277001,118.694833
1043,61.64285159,118.728749
1044,61.5271756,118.7870241
1045,61.76633642,119.1757381
1046,62.14289039,119.4602952
1047,62.37428123,119.3785547
1048,62.34922295,119.3820706
1049,62.41497662,119.3919774
1050,62.71583133,119.5267676
1051,62.877059,119.5771561
1052,62.76452987,119.2260877
1053,62.83686861,119.1134615
1054,63.19932008,119.2875484
1055,63.12053225,118.8719113
1056,62.92177541,118.2477661
1057,62.91983291,118.0455904
1058,62.80005826,117.8813714
1059,62.71721056,117.7372766
1060,62.73749026,117.5813908
1061,62.85472027,117.6443278
1062,63.12280497,118.0384809
1063,63.09996115,117.9370046
1064,62.98568376,117.4996114
1065,63.21008157,117.4317793
1066,63.5725136,117.5645882
1067,63.74906765,117.5636752
1068,63.60217565,117.1972804
1069,63.49557113,116.99932
1070,63.63686871,116.8795454
1071,63.67468921,116.376282
1072,63.54390058,115.5370047
1073,63.37645691,114.8215035
1074,63.15994562,114.2337218
1075,63.03603341,113.3412781
1076,63.14609561,112.2592463
1077,64.08362471,109.7480769
1078,65.52146463,105.7080614
1079,66.20468143,103.776826
