"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79","s80","s81","s82","s83","s84","s85","s86","s87","s88","s89","s90","s91","s92","s93","s94","s95","s96","s97","s98","s99","s100","s101","s102","s103","s104","s105","s106","s107","s108","s109","s110","s111","s112","s113","s114","s115"
131.90370352,118.88865712,133.070370695,115.515277926,121.073379379,114.244444005,132.010416826,120.556249788,114.668055042,117.286573823,123.938888868,121.125230975,111.440508948,126.44027781,115.33333301,116.218286922,109.169675387,126.408564716,114.783333264,110.645832957,112.137499841,125.037036965,121.090972169,105.523610857,118.146296104,109.704860904,113.803934929,104.013425737,124.49490712,117.002314689,109.845138635,110.284027147,128.808101972,120.260879458,108.146990432,113.731018458,114.210648065,110.315277746,107.82337949,124.751157289,120.167823972,111.156944089,106.072222275,122.750925848,112.508102232,109.830323834,111.470370176,116.477083143,115.810416555,108.008564472,118.411110534,108.331712892,111.087268098,105.677314758,123.568749926,115.947453213,102.436805338,107.387962717,104.822685199,108.96018504,101.584722031,119.009259319,112.359028175,107.077777529,106.976620542,124.468055503,117.158333439,103.273379273,114.615740554,106.723842393,105.836110814,101.533564372,124.191666391,117.968286737,108.684953737,106.891203499,119.931944423,113.203241163,103.330324035,116.130324141,107.171759229,111.704398012,103.006017918,121.714814409,112.919212755,110.033333158,109.974073897,123.393749989,121.077314907,103.646758922,112.796527497,113.875231451,116.473379532,103.986573844,122.952083047,114.384490956,109.556018549,105.263656643,125.436111143,117.30833319,106.467823686,110.785879188,108.938888937,109.479860804,103.912962426,127.066435062,115.967129278,109.806018331,108.155555216,124.341435231,117.35092553,106.599536753,115.352314456,110.720370234,113.614583201
132.303703621,119.377314552,133.496065214,116.392361212,121.313888751,114.696527338,132.356713083,121.013194238,115.347684632,117.989351606,124.322222318,121.530786498,111.858332968,127.127546464,115.76157368,116.800694307,109.605554973,126.280786837,115.36967588,111.10972183,112.523610957,125.619444391,121.82430545,105.912499682,118.213888677,110.408333037,114.244675684,104.278935014,124.862499724,116.57222209,110.135184929,110.666666063,129.072222477,120.372916529,108.690971973,114.332175816,114.783333349,110.784490744,108.186573945,125.206712702,120.142129527,111.872453329,106.449305556,122.595370303,112.904861291,110.106944254,111.60208318,116.864351681,115.977546178,108.199999682,118.61666611,108.01018513,111.677314372,106.09675924,123.589583344,116.219212484,103.236342345,107.836342335,105.527083376,109.391435051,101.920601628,119.513888852,112.367130015,107.261805407,107.483564986,125.060879612,117.460185247,103.692129262,114.956944169,106.940277682,106.146064557,101.928471835,124.401851776,118.33773116,109.2136574,106.999536869,120.364351967,113.339583694,103.920370351,116.468750021,107.154629564,111.831712813,103.658332745,122.279629347,113.174305428,110.51157386,110.321527619,123.87245352,121.157639032,104.03171267,112.954397763,114.378935189,117.008101686,104.463657252,123.231018331,114.379398372,110.047453727,105.821064054,125.432407406,117.422222143,106.590508906,111.130323569,109.00439815,109.921990469,104.43032359,127.115277709,115.699305254,110.207407273,108.636573707,124.781018607,117.408332952,106.754397869,115.44606453,111.14351839,114.049073982
132.554861074,119.662731181,133.759028085,117.370601797,121.641897911,115.094212627,132.58750027,121.362036986,115.953934622,118.231018353,124.532870611,121.824768141,112.098842361,127.428935385,116.224536573,117.49930546,110.210647578,126.236342457,115.757407353,111.434490591,112.668055397,126.111111016,122.359953578,106.133564615,118.192360968,111.209953488,114.82592571,104.436805375,125.192360936,116.152083174,110.2474536,111.035878981,129.25972254,120.237962935,109.462962765,114.794675864,115.470138921,111.28078706,108.46944418,125.402083137,120.217592494,112.671527386,106.766435056,122.718286928,113.198380057,110.049999709,111.697453573,117.1620367,116.157407342,108.449073622,118.832869895,107.639351744,112.118518262,106.356944731,123.826157231,116.47407367,103.796990569,108.118286747,106.006713009,109.801388682,102.268981277,120.124074194,112.310185491,107.34837948,107.920601914,125.512731563,117.701388884,104.104860703,115.147916449,107.065740649,106.376851681,102.171527327,124.552546162,118.70486082,109.775000042,107.180323998,120.754861111,113.553009552,104.39074075,116.689351887,107.291435221,111.825694323,104.17453652,122.717129273,113.453240628,110.8620368,110.475231526,124.328240628,121.243750016,104.045601755,112.880092276,114.98425942,117.370138714,104.840046008,123.453009129,114.186342997,110.469444333,106.337499184,125.675462998,117.53611109,106.63171268,111.390277375,109.161805375,110.344907082,104.763425371,127.32407421,115.523379495,110.557870181,108.808333079,125.2462963,117.405323548,106.66874974,115.420370203,111.556018347,114.513194328
132.804629601,119.885879336,134.027315108,118.277546295,122.146296067,115.554397774,132.8490743,121.534722159,116.432406918,118.350694307,124.71805573,121.992360698,112.5245367,127.497222439,116.667129262,118.168286885,111.021990225,126.442360894,115.903009224,111.73425906,112.961342398,126.424537007,122.762268421,106.399536912,118.260185046,111.914120192,115.535647917,105.031712686,125.473842367,115.955555386,110.38425916,111.487267907,129.439120626,119.927314779,110.287499772,115.322453594,116.223611127,111.773611095,109.107407204,125.608101765,120.411111085,113.461110677,107.389814689,123.014351712,113.270833826,110.193749703,111.815740607,117.420832952,116.532638756,108.90578662,119.203240273,107.213657437,112.51319418,106.541898404,124.565972016,116.584953329,104.17754612,108.328471968,106.187037055,110.32245343,102.928934966,120.793749995,112.16805582,107.505323913,108.497222371,125.846759372,117.864351983,104.723147753,115.510416481,107.136805407,106.550694275,102.633564345,124.784259118,118.943981139,110.412731552,107.45648133,121.018287118,113.70416691,104.845138873,116.853472238,107.445138831,111.839120303,104.848379098,123.058332915,113.745138852,111.186573786,110.683796363,124.734722169,121.354861106,104.056249836,112.732638576,115.509259362,117.617361053,105.293749735,123.61018503,113.846065156,110.783796173,106.858795452,126.096759245,117.536342621,106.933333021,111.721990426,109.400462776,110.804860857,105.161342033,127.754629856,115.482870213,110.900462717,109.056249777,125.657175991,117.226619864,106.64907376,115.288194423,111.891666502,115.057870277
133.001851892,120.129629368,134.123379898,119.004166635,122.616203324,115.990508975,133.192824337,121.571064885,116.802314345,118.534721979,124.777083344,122.036805153,113.249536721,127.532176081,117.00092571,118.671759091,111.882406892,126.722222328,115.803240712,111.957638857,113.35648134,126.532870473,123.070601802,106.876388635,118.426388677,112.473379543,116.151157114,106.092360783,125.652314626,115.824768363,110.506944376,112.01944384,129.606713057,119.624305635,111.053009076,115.743981499,116.832870346,112.233101919,109.958333127,125.923842478,120.70509261,114.190971809,108.272222053,123.293287018,113.284491168,110.693981282,112.096064674,117.619675599,116.996296157,109.511110677,119.482869948,106.83888882,112.980092388,106.7752317,125.792129554,116.681943883,104.480786742,108.509490522,106.213425986,110.711573818,103.8583331,121.399536981,112.013657681,107.71481461,109.212037134,126.000231547,117.917824173,105.37407368,115.711110899,107.134259203,106.802777603,103.32175888,125.063888714,119.052545982,110.957407496,107.858564801,121.189120346,113.856944778,105.193750016,116.985185305,107.649074083,111.909259203,105.34884207,123.305555126,114.004861069,111.524768273,111.140972222,125.042129554,121.490740665,104.215046141,112.655555248,115.962963194,117.768981361,105.611573966,123.696527741,113.478703949,110.972453552,107.335647329,126.504398108,117.437499952,107.533101522,112.0203698,109.604629501,111.203703615,105.569906976,128.208796342,115.519212781,111.210185046,109.616666481,125.939583339,117.050693814,106.847453441,115.191434961,112.126157241,115.687731377
133.0011574,120.138425854,134.122916709,119.460416592,122.971759044,116.339814446,133.583333582,121.468749979,116.937731134,118.651851559,124.652546263,121.91412006,113.807175589,127.518055534,117.175231398,119.083564716,112.433795675,126.962268368,115.57129603,112.047685051,113.693055465,126.607639085,123.252777704,107.281712792,118.584027614,112.779397996,116.493981197,106.90208301,125.640972233,115.545601696,110.651388703,112.451156897,129.817129654,119.416666714,111.583564594,116.006944381,117.100462792,112.542824173,110.569444233,126.123611037,120.712037124,114.615045993,108.913888804,123.616434971,113.318055815,111.100231197,112.304397859,117.546759118,117.159490453,109.933564276,119.644212802,106.537731642,113.318055487,106.953472328,126.749768363,116.821527237,104.632638613,108.609259113,106.186342674,110.927083132,104.535184966,121.843518464,111.939120515,107.975462696,109.836110836,126.146296273,118.059027799,105.853934887,115.867592223,107.021990665,106.96597209,103.788888518,125.25231488,119.224536917,111.312731319,108.228935035,121.328935168,114.045601961,105.336110942,117.162963019,107.769444397,111.891203605,105.37129594,123.475462696,114.166203658,111.843981102,111.641898044,125.25833336,121.633101511,104.363888703,112.561805328,116.300462792,117.920138926,105.732175737,123.72939788,113.235879718,111.013657374,107.652082692,126.71018504,117.249305476,108.143981218,112.196758779,109.717592536,111.470833106,105.881944068,128.479398155,115.519212707,111.45277755,110.126388661,126.152777852,117.091897551,106.840508959,115.02337931,112.124536943,115.953472095
133.120370536,119.994907257,134.128009415,120.406249984,123.54814788,116.734259118,134.38796311,120.86504621,116.903471936,118.484027497,124.948147806,121.560879363,114.436342372,127.690509282,117.450231287,119.620833015,112.730323739,127.376157379,115.529860947,111.860184966,113.889814928,126.891666857,123.594907565,107.753703547,118.931249762,113.291434908,116.99398124,107.128240675,125.557638719,115.023379326,110.896527661,112.105323686,130.036805635,119.418286981,112.055092478,116.116897896,117.472453684,112.418287034,111.372453933,126.252546162,120.276388698,114.528934823,108.784259166,124.157638847,113.017129771,111.288657051,112.761805285,117.765277587,117.004166598,109.96898125,119.633101787,106.44791672,113.518981271,106.977314748,126.364583158,116.881018236,104.809722132,108.834953562,106.246759044,110.923610746,104.759259054,122.61967552,111.542129532,108.359259012,109.889583344,126.910416476,118.196990612,106.163657204,115.581944296,107.040508975,107.311573823,103.444444439,125.321527937,119.1773147,111.288657358,108.716666561,121.71041646,114.341666645,105.668055407,117.384490707,108.009953806,112.157407342,104.656481526,123.326157268,114.308564721,112.137499746,111.833796342,125.721759076,121.583564721,104.496527667,112.590740718,117.426619975,117.995601633,107.046990564,123.375462739,112.982869975,110.887500021,107.638425652,127.080555614,116.734953637,108.598379416,112.079860968,110.297453663,111.931712702,106.974073813,129.021990797,115.937268353,111.819444158,110.324073982,126.341666524,116.678703578,106.657175626,115.037731356,112.093055423,116.25277764
133.174305518,120.109953552,134.107175997,120.682638899,123.722453472,116.970138423,134.920370701,120.59537024,117.093981266,118.534490442,125.057870091,121.48495343,114.637499777,127.71712948,117.480786763,119.953934982,112.528934924,127.574999974,115.609259102,111.972916227,114.113426145,126.957639032,123.755092626,108.056712707,119.185416412,113.355323871,117.111342266,107.340277555,125.413657284,114.859259033,111.202314409,112.207406961,130.080555619,119.730092621,112.157870187,116.211110804,117.531249947,112.383796289,111.549537092,126.357870271,120.080092483,114.458795685,109.284259118,124.445601908,112.95601831,111.525694365,113.069212728,117.895138624,116.828240448,110.172222143,119.593518607,106.611342716,113.638657088,107.159490538,126.415046146,116.900462437,105.129397949,108.904629564,106.32800897,111.007869895,105.13518504,122.898147753,111.541666513,108.563194148,109.967360846,127.16851848,118.38402764,106.142591969,115.68611091,107.156250005,107.320370319,103.607407236,125.357175769,119.045370192,111.394444148,109.174999793,121.957407141,114.505092854,105.899768443,117.557638767,108.032176134,112.349536965,104.704166667,123.256249746,114.325694344,112.401619837,112.04490713,125.756018257,121.691898065,104.649768421,112.54351849,117.828703504,118.103935136,107.51157386,123.29930536,113.059953483,110.828935056,107.767592229,127.218749968,116.379861048,108.826388529,112.121759144,110.409722111,111.971990453,107.416666381,129.044907565,116.142360671,112.088425663,110.811342234,126.484953372,116.655323633,106.803703525,115.062268199,112.049768257,116.039351702
133.541666598,120.433796136,134.07569455,120.972916667,124.003472021,117.131943946,135.510879919,120.400231218,117.53171268,118.777314546,125.609721926,121.586342208,114.939583201,127.860648012,117.539814456,120.233101707,112.289351575,127.981018628,115.814583174,112.346527418,114.489120595,127.056481409,124.135879681,108.438657204,119.566434993,113.522221979,117.453471936,107.532870134,125.47037006,115.159953536,111.634259065,112.358101458,130.095139101,120.250000032,112.224073829,116.353240379,117.91388882,112.475462866,111.870833317,126.612268464,120.058101718,114.45231425,109.623379511,124.880323956,112.889120298,112.138425864,113.540740585,118.521064425,117.032407194,110.45925915,119.810648134,106.969675933,113.874305042,107.412499825,126.517361005,116.780786562,105.619212723,109.122916677,106.520832947,111.204166163,105.389120166,123.21527747,111.69583319,108.944212654,110.085184913,127.514351781,118.673611026,106.328008572,115.824305418,107.528240644,107.429860915,103.915971804,125.473611,118.659721963,111.544675695,109.614583084,122.335185056,114.734027995,106.359259118,117.688194376,108.253240914,112.948610968,105.072222185,123.259490506,114.343518416,112.710647662,112.23958309,125.782407278,121.787268215,105.055323945,112.624305497,118.425462728,118.264351707,107.962731149,123.333564583,113.323147943,110.79004622,107.962268029,127.655092605,116.053472217,109.130092303,112.181018506,110.69791655,112.166666185,108.092592208,129.096296363,116.537731144,112.444675695,111.457870028,126.775462776,116.468981123,107.23819427,115.154397911,112.168286795,115.953934919
133.831250138,120.802083201,134.113194407,121.166898113,124.271296173,117.150925435,135.956713152,120.246064477,118.074305248,119.018055338,126.227777608,121.694906987,115.123379485,128.083101723,117.607870102,120.495370155,112.163425647,128.407870526,115.985416645,112.791666306,114.865740924,127.271990649,124.620601839,108.684953483,119.915972058,113.693749815,117.761805264,107.510416444,125.614814536,115.516203578,112.028703478,112.613657008,130.016898319,120.854861185,112.279629432,116.545138513,118.546296226,112.644212898,111.950694381,126.759259235,120.02337948,114.501388306,109.641666566,125.372916624,112.872222185,112.672222143,113.809953531,119.240045993,117.425694169,110.48634252,120.080555603,107.307175949,114.260416153,107.628703552,126.629860968,116.643286504,105.957407204,109.307870346,106.803703372,111.453934717,105.270601601,123.515045929,111.981944301,109.45740713,110.382175626,128.00995369,119.011111005,106.682175207,116.076157247,107.946296183,107.611805317,104.161573701,125.58009252,118.315971957,111.704860883,109.860879374,122.775694275,114.895139064,106.688657257,117.822685168,108.584490818,113.386573935,105.578009229,123.348610671,114.480787018,113.005323638,112.43518495,125.827546231,121.953240485,105.644212744,112.849768405,119.184721989,118.56689798,108.247453388,123.540740511,113.636805344,110.750462914,108.152545828,128.050231515,115.853703764,109.38796267,112.398148086,110.881249936,112.24999955,108.583795887,129.086574168,116.907638587,112.797684887,111.772453324,127.178472047,116.251156945,107.309722021,115.043055322,112.35023124,115.66412007
134.157870568,120.943981319,134.103240924,121.164351834,124.475694338,117.114814488,136.142361604,120.098842462,118.541666476,119.288194142,126.753935157,121.744212569,115.265972074,128.29166673,117.559258922,120.70671276,111.922221915,128.678472376,116.113194317,113.17962914,115.195602014,127.560416751,125.206481573,108.87361091,120.187731351,113.901388571,117.937036551,107.433564615,125.788425906,115.819675721,112.430786864,113.005555211,129.995138788,121.434722265,112.399073908,116.665045966,119.302546242,112.995138719,111.800694577,126.764814716,119.92453689,114.592823468,109.886805439,125.833564817,112.939814716,112.790509086,113.97800916,119.849999661,117.917129389,110.430092441,120.374074364,107.547916683,114.734490305,107.80879603,126.793518427,116.517128966,106.2083331,109.466898113,107.130555148,111.607175477,105.256018331,123.805555301,112.480323961,109.966666492,110.843981112,128.375462998,119.424305529,107.086573362,116.218055312,108.345601548,107.867823839,104.378240734,125.656249862,118.222221994,111.969907162,109.930092202,123.235879347,114.980324221,107.019444333,117.891897975,109.077546279,113.630555529,105.957638937,123.5219904,114.807870102,113.289582888,112.581712786,125.969675832,122.127546024,106.272453472,113.083796189,119.913657019,118.815972175,108.436342324,124.03495343,113.970833164,110.823611143,108.282406976,128.537036811,115.833333227,109.484027529,112.502314742,110.832870213,112.234721894,108.783796056,128.963657469,116.979166349,113.104629469,111.89444418,127.581018464,116.082869927,107.159259076,114.772684929,112.523610947,115.498147927
134.519213247,121.051157263,134.277546538,120.896296385,124.684490617,117.249999666,136.066667106,120.002314674,118.992823887,119.718981139,127.229166545,121.814814356,115.496759182,128.55625009,117.394906924,120.839583158,111.711573797,128.86319463,116.393055582,113.536805116,115.535185454,127.934490803,125.941898118,109.059259039,120.279398002,114.06921258,117.961110708,107.647221994,125.917361159,116.038657077,112.811110931,113.351388566,130.076851903,122.040046226,112.616666444,116.870370155,120.111111085,113.435185168,111.698379744,126.793055349,119.836110979,114.738656818,110.717129522,126.196990617,113.063888677,112.743749735,114.162268368,120.396295934,118.369675636,110.638194301,120.646065081,107.597916794,115.275231091,108.032407157,127.08773152,116.425925318,106.46597201,109.570370245,107.461342234,111.682175499,105.647684993,124.078472047,113.153935104,110.261111016,111.381712606,128.768287108,119.733101755,107.509258572,116.351157135,108.663888751,108.046990638,104.632870245,125.839351813,118.376620113,112.234490463,110.02499956,123.687268284,114.946527868,107.353240644,117.901851596,109.657870197,113.780092525,106.345370399,123.758333042,115.30694419,113.517360629,112.675694285,126.172222016,122.309027661,106.768055344,113.218749846,120.559490283,119.139351824,108.827314536,124.75810158,114.195601612,111.152546183,108.408795839,129.072453536,115.833564832,109.546064573,112.676620367,110.650231324,112.131481102,108.847221973,128.81990739,116.810416391,113.343518368,111.983101585,128.000925917,115.874536546,107.216897949,114.539351643,112.667360899,115.500925774
135.0064816,120.940740554,134.47916681,120.503703748,124.877546236,117.483564594,135.855324793,119.890277635,119.339583132,120.243518236,127.495370377,121.831944042,115.817129453,128.709259314,117.21689771,120.952546014,111.605323929,128.848842653,116.750925848,113.762268056,115.851620701,128.263657077,126.692129501,109.344212744,120.339351643,114.249536885,117.938657008,108.100231377,125.956018395,116.136342282,113.274073876,113.503703377,130.311805767,122.60810159,112.905786954,116.975462797,120.768055444,113.866435152,111.801157644,126.886805232,119.772222084,114.93888828,111.576620224,126.495370213,113.221759107,112.917592329,114.475000042,120.73888873,118.768518278,110.875462951,120.887731695,107.543055582,115.741666322,108.241666322,127.444212898,116.370601341,106.792129506,109.646990734,107.747453398,111.631018013,106.156944323,124.289583227,113.78124982,110.300231298,111.857407141,128.995833498,119.966666667,107.749767987,116.371527455,108.85300906,108.146064515,104.951620441,126.016435077,118.672453414,112.566435046,110.357870091,124.007407114,114.928009547,107.803472143,117.946759187,110.255786774,113.939120187,106.848148293,123.960647874,115.943055269,113.679397864,112.758333158,126.394444206,122.498147874,107.088888582,113.276851718,121.006249592,119.300231547,109.389814456,125.490509028,114.35046277,111.685648039,108.502545913,129.726851834,115.825231573,109.597221926,112.68217571,110.346064711,111.985647753,108.93124974,128.702315087,116.484722047,113.528935115,112.255786753,128.285185125,115.704860597,107.723148007,114.548842367,112.747453483,115.749536965
135.358101993,120.872916492,134.589583344,120.186574067,124.968286975,117.66967571,135.734491279,119.807407316,119.515277603,120.65578679,127.596527931,121.81736073,116.021759065,128.820138952,117.078008948,121.027777561,111.652314636,128.834490834,117.016898033,113.89907359,116.024074422,128.475231208,127.203703764,109.613194195,120.34374982,114.306712982,117.878240257,108.446759054,125.951388693,116.17407395,113.529629384,113.542592276,130.558102216,122.953935125,113.083564758,117.022684913,121.17546277,114.162499995,111.85486135,126.997916322,119.715277767,115.053703112,112.025231324,126.637036981,113.299305407,113.215277561,114.726157485,120.827083254,119.020138682,110.93773152,121.028009473,107.480092584,116.017360746,108.398842261,127.674305518,116.340740167,107.073842488,109.721759224,107.877777418,111.589582825,106.422685104,124.444675748,114.197916391,110.260647853,112.143749709,129.081713184,120.101388698,107.819443867,116.363425599,108.977083148,108.173842329,105.105324136,126.153703721,118.877083037,112.786573903,110.66504604,124.159721862,114.877777953,108.153240601,117.974536959,110.616203472,114.110879448,107.218750154,124.06527746,116.384953372,113.744444142,112.843981282,126.517129315,122.626157151,107.217592276,113.224999921,121.197453255,119.356944429,109.841203313,126.015277635,114.434259197,112.074768469,108.575925504,130.179629363,115.751620478,109.682407162,112.675462733,110.107870287,111.902777433,108.962499724,128.637731738,116.218981197,113.671296252,112.475694116,128.440277635,115.579860534,108.22523133,114.666434892,112.796759049,116.040509256
136.997453944,120.951388783,135.224074311,119.741898298,125.30833327,118.05231461,135.732639408,119.768749936,119.831944243,120.663657167,127.720370033,121.585416328,116.078009023,128.527546385,116.845369938,120.93796276,112.560416407,128.881944609,118.165277831,114.194675514,116.071527995,128.684722418,127.613194656,110.01064798,120.568749534,114.564351744,117.67175897,107.741666338,125.761111069,116.136805381,113.859721947,113.223610867,132.108102353,123.322685183,113.485879585,117.253934982,122.256944211,114.65972219,111.315046226,127.053935109,119.458564764,115.485878913,111.365509224,127.046527709,113.355092536,112.73518494,115.622453472,121.154629321,119.205555471,111.906249936,121.582175954,107.243518564,116.141666227,108.074305381,127.879629506,116.111341948,107.314583302,109.920601755,108.477777508,111.646527264,106.158333344,124.664583079,114.816203494,109.893518262,112.472916449,129.090278006,119.939583206,108.057406775,116.270138539,109.446759288,108.167823876,105.729629315,126.681481552,119.634027444,113.134721804,111.0046294,124.474305142,114.211574353,108.292823882,118.062268405,111.475231377,114.239583158,108.159259404,124.108333148,116.987499566,113.863425435,112.693749666,126.902083074,122.390045998,107.415740516,113.151620113,121.716434707,119.390972222,109.866666343,126.566897949,114.534490718,112.535185125,108.417823654,131.303935756,115.109259298,109.914814583,112.441898092,109.905555413,111.799536747,108.78124983,128.203240755,115.627314525,113.79907395,112.495832862,128.444444429,115.180786514,109.122685019,115.081018199,112.890277418,116.610184961
137.146065214,121.004166529,135.461342785,119.453009325,125.449536933,118.159722,136.057639535,119.809027767,119.884258991,120.992823882,127.653008964,121.460879326,116.291203515,128.359722355,116.75486073,120.928471979,112.647221968,128.921065029,117.393055492,114.315277349,116.40231505,128.679861233,127.806712961,110.231944301,120.703471867,114.659027576,117.669212723,108.016666354,125.707870282,116.118749825,114.208101527,113.226388645,132.758333683,123.440509325,113.617361063,117.253703562,122.556249836,114.935185093,111.568055518,127.140972228,119.391898129,115.768286302,111.268055619,127.131712903,113.292824019,112.935416492,115.80324058,121.114119964,119.297685077,111.986573993,121.575694529,107.258333365,116.254629183,108.125231314,127.993518315,116.02013828,107.582175864,110.057407406,108.777314536,111.69074022,106.462036965,124.735647927,115.008333042,109.678008954,112.696990516,129.058102057,119.916435115,108.138656754,116.346527465,109.63124991,108.161805333,105.861805248,126.870601839,119.857407236,113.259953255,111.365277561,124.53449032,114.123379914,108.590971994,118.212962829,111.782175785,114.61412015,108.429861201,124.103240548,117.284721979,113.993749486,112.884027418,127.131944074,122.324768178,107.546759023,113.048842361,121.82407359,119.23611092,109.894444153,126.68518495,114.559027698,112.787036928,108.489814403,131.032408137,114.774999921,109.963194132,112.397222175,109.993518326,111.830323792,109.06782395,128.135185221,115.475231171,113.978472079,112.748379162,128.435185189,115.01967543,109.740972063,115.548842271,112.909027386,116.804629363
137.10555572,121.107638857,135.807638825,119.216666831,125.660416603,118.37661998,136.514352422,120.007175843,119.994444089,121.387731176,127.643286885,121.303934913,116.485647991,128.082870309,116.640971878,120.965277566,112.712268305,129.102777974,116.453935205,114.591666418,116.865046369,128.667592578,128.040277836,110.546296061,120.714814451,114.767823887,117.619444148,108.585184828,125.694444476,116.196296061,114.632407077,113.406481218,133.486343193,123.668750053,113.800925705,117.287036959,122.991435014,115.356712892,112.066203631,127.330787219,119.32893513,116.218749412,111.293286917,127.264351771,113.122453451,113.294212765,116.02407412,121.213194291,119.447684876,112.182638703,121.578240771,107.346759261,116.529166317,108.165971973,128.032176002,115.891203276,107.93703689,110.224768575,109.39444401,111.837730975,106.9398147,124.848147869,115.298379299,109.529166444,112.981249693,129.033796602,119.743286843,108.361341906,116.459490527,109.94884243,108.262268209,106.12708309,127.092823998,120.113657204,113.422684881,111.851851659,124.679166476,114.010416661,108.989120044,118.370833307,112.243981319,115.078009182,108.790509293,124.071759102,117.579860841,114.200230996,113.076157204,127.49907385,122.102083127,107.820370038,112.897222106,122.077545855,119.024305402,109.95555528,126.846064456,114.64675933,113.037268353,108.619675334,130.754861143,114.268981398,110.047221936,112.367824083,110.253240601,111.922684632,109.425925732,128.131712797,115.408795945,114.22476831,113.140045902,128.478240569,114.781943984,110.584259012,116.132407183,112.98796276,117.005555243
136.834722296,121.45393521,136.084722259,119.050231504,125.83148152,118.590971841,136.941204299,120.26898143,120.170370128,121.645370054,127.682638619,121.116203372,116.560879374,127.868749857,116.593981287,120.95624974,112.866897943,129.445833651,115.79606479,114.906249634,117.175000095,128.638888942,128.278009346,110.78263864,120.60671259,114.814120213,117.507175557,109.116897758,125.707175838,116.429860867,114.772684844,113.822453446,133.893519296,123.874305418,114.097222021,117.364120229,123.523147938,115.7599537,112.631944338,127.621527931,119.299537012,116.621295749,111.520833211,127.263194455,112.93865722,113.734490501,116.296527767,121.420601749,119.630323786,112.447916518,121.546759319,107.55578715,116.784721867,108.183333063,127.860648224,115.603008737,108.175231393,110.22337967,110.139119932,112.058332883,107.222916555,124.938657114,115.512036636,109.564351622,113.204629294,129.072916963,119.540740607,108.742591948,116.662499746,110.336805413,108.485647917,106.388657231,127.200694497,120.308101601,113.561805222,112.165972031,124.843518262,113.859490893,109.29097192,118.488888778,112.744675695,115.532175875,109.10509261,124.124999825,117.663194301,114.396064329,113.148842409,127.891666412,121.834027598,108.073610788,112.767823998,122.314583079,118.837731324,110.190740448,126.926388592,114.806018617,112.96111101,108.751388354,130.693286806,113.914814711,110.234721968,112.47731487,110.709490516,112.045138348,109.601157141,128.277777629,115.618749783,114.467129395,113.37523107,128.516435173,114.611342123,111.146064663,116.402546046,113.187731298,117.090971952
